RamanShift	Intensity
190	3762.514
191	3730.963
192	3696.824
193	3667.69
194	3631.87
195	3598.192
196	3563.688
197	3532.743
198	3503.128
199	3464.427
200	3430.57
201	3392.84
202	3360.348
203	3318.585
204	3267.529
205	3218.708
206	3166.572
207	3127.447
208	3089.798
209	3065.771
210	3042.806
211	3018.249
212	2998.04
213	2974.169
214	2953.461
215	2928.694
216	2902.634
217	2864.114
218	2808.08
219	2756.174
220	2712.453
221	2689.05
222	2666.797
223	2651.418
224	2626.527
225	2585.658
226	2539.868
227	2486.683
228	2440.99
229	2396.05
230	2362.935
231	2324.049
232	2274.681
233	2233.105
234	2194.965
235	2173.514
236	2151.997
237	2135.011
238	2108.524
239	2067.97
240	2020.605
241	1959.948
242	1906.397
243	1857.057
244	1826.071
245	1799.491
246	1775.288
247	1752.799
248	1711.727
249	1676.375
250	1655.934
251	1653.57
252	1639.88
253	1605.626
254	1565.828
255	1524.454
256	1491.32
257	1459.819
258	1438.916
259	1417.016
260	1393.641
261	1373.37
262	1352.374
263	1336.387
264	1319.438
265	1302.027
266	1269.151
267	1221.269
268	1172.731
269	1131.969
270	1099.614
271	1057.494
272	1018.336
273	970.98
274	923.2412
275	880.8247
276	846.9243
277	825.8521
278	794.5609
279	774.2745
280	765.3306
281	771.4891
282	775.8154
283	767.0991
284	755.1075
285	747.5416
286	739.111
287	720.2781
288	691.9985
289	655.8127
290	614.5817
291	581.4489
292	562.6559
293	558.0713
294	543.5865
295	525.5052
296	502.8839
297	479.7531
298	463.3183
299	458.1999
300	459.2234
301	449.0768
302	433.5501
303	416.8723
304	402.8494
305	394.9328
306	396.6865
307	398.3579
308	382.8242
309	361.1635
310	346.2453
311	340.398
312	326.4573
313	299.8321
314	271.5679
315	248.1499
316	231.1904
317	209.0635
318	190.1567
319	171.4925
320	157.0868
321	147.5317
322	139.5788
323	139.5385
324	146.0719
325	155.6032
326	155.0729
327	142.7119
328	129.1438
329	120.8307
330	113.8156
331	104.1747
332	95.01338
333	80.46016
334	66.32928
335	58.31164
336	60.11481
337	70.76242
338	88.71056
339	103.9333
340	102.6375
341	90.26371
342	89.23427
343	101.2185
344	109.8755
345	107.6166
346	100.0549
347	93.58305
348	86.6145
349	77.73071
350	70.42638
351	67.67081
352	71.03252
353	74.92422
354	73.13403
355	72.34815
356	80.14056
357	90.21646
358	90.63531
359	82.04926
360	82.64076
361	100.3259
362	116.0069
363	114.4217
364	104.5406
365	102.6942
366	104.966
367	104.3823
368	98.94238
369	85.03924
370	60.52069
371	38.57394
372	27.29588
373	29.0608
374	32.22071
375	38.27021
376	44.92295
377	49.85533
378	49.05932
379	39.49914
380	27.63617
381	21.27829
382	21.5054
383	23.09236
384	27.48366
385	37.12338
386	51.71676
387	62.70285
388	61.8103
389	58.91751
390	74.39671
391	94.98325
392	98.50787
393	80.41918
394	61.95082
395	53.49107
396	50.34687
397	48.15139
398	49.45187
399	47.34579
400	46.57217
401	53.82261
402	70.00348
403	93.07118
404	121.1968
405	143.4135
406	156.4556
407	159.1842
408	169.7518
409	179.5583
410	180.0592
411	169.0081
412	157.347
413	151.7726
414	153.8712
415	165.0491
416	179.4771
417	186.8499
418	185.6378
419	182.5864
420	178.9305
421	177.5625
422	181.3178
423	185.1979
424	186.1177
425	182.2498
426	172.0131
427	158.379
428	147.2705
429	142.3774
430	136.4146
431	125.4534
432	119.6374
433	122.6716
434	135.3359
435	150.3326
436	167.6143
437	190.5355
438	212.9565
439	224.0703
440	216.7116
441	201.7318
442	195.6025
443	190.2046
444	176.3915
445	161.1661
446	151.7009
447	152.01
448	159.4882
449	171.9531
450	182.0086
451	180.0022
452	173.9744
453	177.8618
454	186.0823
455	187.8286
456	183.7428
457	185.7692
458	198.0314
459	217.7942
460	243.8362
461	265.8717
462	284.6656
463	286.7594
464	270.2628
465	238.7922
466	217.5782
467	216.9109
468	219.3311
469	212.938
470	211.1736
471	215.2466
472	232.252
473	268.8863
474	313.5413
475	347.5072
476	359.1823
477	361.5757
478	359.8612
479	357.0312
480	363.7718
481	373.8553
482	385.5172
483	393.2585
484	391.7333
485	381.3851
486	376.7016
487	382.9521
488	389.8849
489	391.5985
490	388.9388
491	383.3674
492	374.8925
493	365.3116
494	357.0786
495	348.8907
496	342.9158
497	339.2723
498	338.2479
499	337.5494
500	331.5778
501	329.5567
502	338.1774
503	355.0956
504	375.8465
505	393.8659
506	403.0729
507	398.6682
508	386.7794
509	374.3924
510	358.7445
511	341.2668
512	322.1036
513	293.9118
514	267.8324
515	246.7849
516	239.9274
517	248.4522
518	271.8096
519	292.4233
520	295.1257
521	288.806
522	286.8642
523	284.2
524	280.4677
525	278.1503
526	280.3929
527	287.6535
528	295.8488
529	302.1758
530	312.8553
531	331.9366
532	351.5558
533	372.2254
534	384.1873
535	391.2939
536	387.0745
537	375.1931
538	356.8544
539	340.3992
540	330.9356
541	320.7818
542	302.3981
543	287.0681
544	274.1555
545	272.249
546	280.2135
547	295.165
548	303.1426
549	299.9634
550	292.4021
551	283.2254
552	274.2948
553	269.2365
554	260.9292
555	240.5575
556	214.238
557	181.3611
558	153.8082
559	139.8648
560	144.9591
561	150.3808
562	150.6017
563	156.3849
564	171.0319
565	188.4741
566	204.6714
567	215.7984
568	225.5794
569	226.93
570	220.9422
571	208.7309
572	202.4191
573	205.4218
574	206.1718
575	199.7416
576	187.3378
577	169.1868
578	150.5751
579	131.5493
580	121.3932
581	121.6619
582	133.0039
583	140.1372
584	141.3976
585	146.1367
586	156.1666
587	167.6745
588	179.2318
589	188.7278
590	199.8264
591	203.565
592	197.7962
593	184.5347
594	175.2601
595	171.5541
596	167.9618
597	164.7164
598	161.242
599	157.2072
600	152.5686
601	145.7892
602	142.725
603	149.1115
604	155.967
605	147.446
606	130.712
607	121.6005
608	124.407
609	135.8465
610	153.7799
611	163.8367
612	158.0948
613	148.9748
614	147.1127
