RamanShift	Intensity
1108	431.6634
1109	416.0224
1110	407.2233
1111	412.4861
1112	414.9052
1113	405.6284
1114	390.2653
1115	372.528
1116	355.0827
1117	341.655
1118	322.7853
1119	301.7777
1120	298.0494
1121	317.6804
1122	341.3221
1123	360.091
1124	371.9042
1125	370.7599
1126	360.6372
1127	344.5763
1128	336.593
1129	336.3728
1130	326.8958
1131	316.5292
1132	322.1404
1133	337.3374
1134	342.5413
1135	336.7876
1136	326.2103
1137	312.2444
1138	299.7975
1139	289.7799
1140	277.9234
1141	266.1674
1142	250.3053
1143	235.4602
1144	221.1763
1145	209.4288
1146	196.3397
1147	184.5598
1148	173.1335
1149	163.8147
1150	156.4267
1151	150.0089
1152	143.6762
1153	143.8446
1154	151.7668
1155	156.4469
1156	152.7406
1157	145.4595
1158	137.7073
1159	134.0687
1160	135.9317
1161	136.5548
1162	132.6583
1163	116.3769
1164	94.44258
1165	85.77633
1166	88.40999
1167	77.75483
1168	64.14133
1169	60.7024
1170	72.45885
1171	97.97797
1172	128.2919
1173	154.7937
1174	164.4124
1175	156.2138
1176	137.9903
1177	130.3315
1178	120.9462
1179	102.5491
1180	87.97958
1181	83.69028
1182	89.22061
1183	101.8716
1184	112.5237
1185	115.493
1186	125.646
1187	144.7082
1188	159.277
1189	164.5944
1190	173.754
1191	184.1554
1192	188.9603
1193	188.294
1194	193.3477
1195	202.5763
1196	213.1598
1197	224.014
1198	239.607
1199	249.6308
1200	248.4909
1201	240.4896
1202	237.1069
1203	241.5105
1204	257.8164
1205	272.625
1206	273.5655
1207	273.4557
1208	279.9315
1209	288.7194
1210	297.746
1211	305.1648
1212	308.6458
1213	307.406
1214	304.0848
1215	315.3368
1216	337.0833
1217	346.5045
1218	344.5758
1219	353.7391
1220	369.2197
1221	384.3435
1222	393.6711
1223	397.5456
1224	396.4623
1225	400.2668
1226	403.122
1227	401.1928
1228	406.1414
1229	425.5827
1230	446.306
1231	459.0919
1232	466.812
1233	470.3284
1234	474.287
1235	481.4251
1236	501.4477
1237	527.6058
1238	539.0867
1239	535.2856
1240	547.6469
1241	563.4205
1242	557.3584
1243	539.8531
1244	537.0091
1245	542.7577
1246	548.9108
1247	551.0698
1248	542.6182
1249	534.6566
1250	536.0521
1251	545.8868
1252	561.9084
1253	573.7456
1254	577.7874
1255	596.7385
1256	628.7702
1257	650.7423
1258	648.6274
1259	620.064
1260	576.6493
1261	552.6742
1262	548.1268
1263	538.91
1264	533.5508
1265	524.6942
1266	523.3097
1267	532.9709
1268	549.3933
1269	567.2291
1270	572.2471
1271	557.8644
1272	544.4819
1273	540.7414
1274	538.7767
1275	537.6525
1276	533.763
1277	526.8697
1278	512.3597
1279	503.7672
1280	524.9458
1281	555.1534
1282	556.8671
1283	547.2246
1284	551.3436
1285	553.7247
1286	547.3633
1287	538.4342
1288	530.947
1289	517.6693
1290	501.0729
1291	498.0182
1292	512.4413
1293	527.4162
1294	540.985
1295	561.1376
1296	578.8549
1297	588.352
1298	591.0319
1299	604.9144
1300	611.5521
1301	600.9824
1302	582.3347
1303	566.0471
1304	546.5549
1305	526.2415
1306	517.9128
1307	527.6989
1308	544.8212
1309	565.6943
1310	593.2217
1311	612.2122
1312	607.0259
1313	584.2366
1314	576.6157
1315	561.4041
1316	516.1894
1317	478.6409
1318	474.899
1319	473.4294
1320	456.5763
1321	436.0483
1322	418.956
1323	407.7392
1324	407.2535
1325	410.3815
1326	416.9738
1327	418.8232
1328	424.4522
1329	447.8861
1330	474.4838
1331	491.1734
1332	492.4297
1333	478.913
1334	464.3807
1335	459.2516
1336	444.5104
1337	422.8988
1338	413.1472
1339	422.0462
1340	438.5888
1341	461.0992
1342	487.5593
1343	506.0172
1344	510.4687
1345	508.1741
1346	514.7971
1347	519.5252
1348	518.9075
1349	513.1113
1350	503.1289
1351	488.815
1352	473.8988
1353	459.7387
1354	449.9598
1355	437.9531
1356	429.0219
1357	420.0415
1358	415.6723
1359	413.8288
1360	418.1779
1361	428.0286
1362	443.7838
1363	462.4777
1364	486.7874
1365	506.1314
1366	508.2847
1367	489.236
1368	467.1285
1369	440.5436
1370	401.7161
1371	378.12
1372	383.9146
1373	404.3471
1374	421.8253
1375	438.4954
1376	447.337
1377	437.7371
1378	413.5515
1379	406.7909
1380	405.9405
1381	369.2735
1382	327.3424
1383	312.6776
1384	317.5097
1385	324.9146
1386	334.2988
1387	340.0725
1388	350.7399
1389	365.5489
1390	381.8843
1391	391.5634
1392	386.985
1393	375.0771
1394	376.4783
1395	385.9414
1396	398.5549
1397	399.2076
1398	379.7733
1399	369.0526
1400	378.5906
1401	383.7643
1402	383.7302
1403	393.7296
1404	408.1015
1405	417.1923
1406	420.9282
1407	426.742
1408	423.4107
1409	406.8226
1410	393.7756
1411	393.6332
1412	397.9585
1413	406.0346
1414	418.1248
1415	431.8178
1416	446.312
1417	456.8191
1418	464.0863
1419	467.3055
1420	469.6994
1421	477.4271
1422	491.9497
1423	502.1788
1424	505.543
1425	516.2244
1426	533.0259
1427	558.1588
1428	576.0996
1429	574.0495
1430	566.1166
1431	570.2969
1432	576.5172
1433	580.5965
1434	574.5139
1435	561.0572
1436	560.4446
1437	567.2491
1438	559.2766
1439	548.3661
1440	546.8432
1441	553.9038
1442	566.9244
1443	577.8112
1444	579.0668
1445	562.6099
1446	539.0464
1447	548.6972
1448	576.4178
1449	576.9879
1450	572.2354
1451	585.0513
1452	596.5552
1453	598.4656
1454	613.9472
1455	641.6608
1456	650.7106
1457	642.4932
1458	651.7847
1459	664.1271
1460	665.4768
1461	652.3494
1462	627.7338
1463	580.0087
1464	519.6631
1465	476.0244
1466	461.9663
1467	440.9149
1468	424.4514
1469	408.4039
1470	401.8041
1471	402.1618
1472	403.3752
1473	398.5362
1474	386.1494
1475	367.2176
1476	342.712
1477	321.2697
1478	309.5789
1479	300.7437
1480	276.6497
1481	246.1509
1482	216.7314
1483	197.2666
1484	192.285
1485	182.1168
1486	165.9001
1487	135.03
1488	112.7055
1489	118.8161
1490	130.0005
1491	121.5872
1492	113.4222
1493	111.8744
1494	113.9443
1495	112.6212
1496	89.55053
1497	56.07431
1498	29.08633
1499	19.6803
1500	30.47757
1501	50.27013
1502	68.72167
1503	93.63978
1504	116.2907
1505	132.8451
1506	139.9259
1507	151.8432
1508	155.3698
1509	147.4553
1510	131.9709
1511	114.1311
1512	92.26893
1513	73.04449
1514	58.40454
1515	54.41466
1516	50.04776
1517	66.76846
1518	109.7584
1519	145.2294
1520	155.8549
1521	160.9861
1522	158.0042
1523	151.5802
1524	143.9787
1525	143.2203
1526	136.8988
1527	118.3388
1528	104.0488
1529	100.3749
1530	93.50041
1531	89.84952
1532	97.61372
1533	112.3886
1534	123.2116
1535	143.3422
1536	174.2433
1537	187.8555
1538	176.0968
1539	159.9923
1540	150.0026
1541	161.6372
1542	179.5038
1543	184.3674
1544	187.5791
1545	191.5846
1546	189.7115
1547	182.6685
1548	179.8909
1549	175.183
1550	156.6546
1551	149.7652
1552	168.3119
1553	179.7376
1554	174.9343
1555	179.4807
1556	182.8457
1557	160.9852
1558	137.7845
1559	138.8806
1560	139.5103
1561	130.6195
1562	136.1048
1563	156.9623
1564	179.115
1565	190.8535
1566	184.9055
1567	169.8691
1568	158.5038
1569	147.7023
1570	139.7417
1571	126.8419
1572	119.9114
1573	131.3656
1574	146.0077
1575	144.6318
1576	131.3354
1577	112.4511
1578	103.5078
1579	109.1494
1580	115.353
1581	127.8938
1582	148.7868
1583	175.5547
1584	203.754
1585	229.4626
1586	241.4516
1587	238.7169
1588	220.7417
1589	201.1616
1590	184.9635
1591	178.2153
1592	180.8082
1593	190.7045
1594	194.6761
1595	197.3959
1596	214.9469
1597	227.4268
1598	221.0227
1599	218.9763
1600	227.9294
1601	229.0184
1602	221.713
1603	215.7715
1604	205.5858
1605	188.0552
1606	172.7614
1607	164.7037
1608	149.8685
1609	137
1610	139.8367
1611	150.6391
1612	152.402
1613	156.2325
1614	165.1136
1615	174.9983
1616	181.1712
1617	181.4912
1618	176.1991
1619	170.1889
1620	171.8377
1621	183.5228
1622	185.4497
1623	173.2983
1624	152.983
1625	137.0082
1626	137.3875
1627	140.6542
1628	137.4127
1629	129.6783
1630	123.8725
