RamanShift	Intensity
190	2744.667
191	2707.914
192	2661.313
193	2618.418
194	2564.749
195	2515.198
196	2473.693
197	2448.422
198	2425.372
199	2379.468
200	2333.889
201	2285.313
202	2247.447
203	2209.062
204	2172.297
205	2142.625
206	2109.899
207	2083.301
208	2046.059
209	2009.619
210	1977.056
211	1954.687
212	1937.196
213	1906.52
214	1876.104
215	1844.886
216	1817.772
217	1781.741
218	1731.645
219	1682.43
220	1631.749
221	1593.93
222	1553.309
223	1521.064
224	1486.059
225	1446.022
226	1414.024
227	1383.199
228	1365.371
229	1347.572
230	1333.177
231	1307.173
232	1263.702
233	1220.132
234	1181.78
235	1156.497
236	1129.371
237	1105.486
238	1070.371
239	1019.897
240	968.9256
241	915.5201
242	876.11
243	837.4421
244	810.7113
245	781.9603
246	748.077
247	723.6035
248	704.022
249	700.4632
250	703.393
251	712.7479
252	713.1646
253	697.8209
254	678.9897
255	667.1053
256	658.4016
257	645.0378
258	628.8085
259	606.7878
260	580.2126
261	551.9722
262	523.062
263	494.8622
264	454.3032
265	410.9313
266	364.0991
267	320.9785
268	288.7224
269	265.8536
270	257.2056
271	241.1181
272	228.7175
273	218.594
274	213.4163
275	211.9462
276	211.8917
277	212.7774
278	207.6126
279	202.5786
280	208.2473
281	222.6882
282	224.4696
283	201.962
284	171.3133
285	149.5234
286	133.7807
287	110.0853
288	82.80608
289	51.46234
290	17.15749
291	-1.329723
292	3.058609
293	27.52403
294	46.33783
295	58.79029
296	66.69266
297	67.8522
298	73.19643
299	94.62572
300	115.4063
301	122.4202
302	114.3373
303	103.2751
304	91.81495
305	83.52184
306	83.52441
307	84.70504
308	74.37524
309	62.52909
310	60.92706
311	69.17532
312	70.97229
313	59.39406
314	39.98173
315	16.81727
316	-4.787028
317	-20.75201
318	-27.4124
319	-39.53035
320	-56.71182
321	-61.49893
322	-45.96312
323	-14.78521
324	25.2618
325	62.84257
326	89.34827
327	96.63748
328	95.84122
329	93.86549
330	88.49329
331	87.73972
332	86.70081
333	78.75785
334	68.71583
335	68.01838
336	80.76896
337	104.7704
338	138.3182
339	167.0389
340	178.2876
341	173.9325
342	180.994
343	199.6623
344	216.2701
345	224.2795
346	227.2332
347	234.4569
348	237.0817
349	234.0789
350	224.792
351	213.7881
352	204.0049
