RamanShift	Intensity
810	195.9573
811	224.8651
812	260.4282
813	289.2818
814	301.7375
815	312.1356
816	328.1555
817	342.5529
818	354.8885
819	362.673
820	367.1424
821	373.2235
822	390.5136
823	411.6784
824	434.2738
825	452.3173
826	468.4371
827	480.4347
828	502.7653
829	527.0468
830	550.1668
831	568.5705
832	594.4913
833	622.9357
834	657.6563
835	695.3099
836	748.6991
837	814.0223
838	891.9582
839	973.0154
840	1061.729
841	1151.655
842	1252.234
843	1367.204
844	1475.325
845	1574.421
846	1642.114
847	1697.698
848	1717.413
849	1729.669
850	1704.17
851	1654.864
852	1576.374
853	1472.388
854	1369.34
855	1263.979
856	1176.554
857	1065.337
858	967.7092
859	873.8448
860	809.1968
861	740.8942
862	686.9753
863	619.9587
864	559.4798
865	500.7109
866	461.3885
867	431.178
868	416.0795
869	401.5756
870	384.5127
871	369.6063
872	357.601
873	343.3977
874	324.0306
875	300.1963
876	273.2054
877	244.798
878	216.6174
879	193.9904
880	175.8392
881	166.0688
882	156.878
883	150.2357
884	136.7506
885	125.5409
886	118.3446
887	118.5298
888	121.6135
889	126.3914
890	123.4134
891	120.3609
892	126.9089
893	144.4734
894	173.1594
895	204.5164
896	227.5253
897	241.9905
898	273.8201
899	312.0924
900	342.2594
901	355.5483
902	368.4371
903	378.2628
904	387.7974
905	394.7021
906	398.7498
907	397.6787
908	387.6852
909	369.7249
910	353.7448
911	345.2094
912	330.646
913	306.8692
914	278.5955
915	250.3448
916	223.1636
917	199.0841
918	177.569
919	155.959
920	140.4739
921	130.5566
922	123.5909
923	111.6647
924	102.6723
925	99.22458
926	93.65768
927	74.26786
928	56.19296
929	49.79327
930	54.20277
931	61.73699
932	70.22036
933	72.38774
934	69.21812
935	65.94559
936	61.54047
937	57.00478
938	53.26487
939	48.65747
940	46.23888
941	45.86722
942	48.87536
943	55.40981
944	60.76743
945	58.14391
946	49.01848
947	41.55848
948	37.34652
949	34.29503
950	36.03192
951	43.11781
952	55.94873
953	70.08679
954	86.31383
955	114.4331
956	148.1754
957	186.7184
958	219.4762
959	255.1732
960	281.9227
961	304.5195
962	314.8763
963	317.2025
964	310.039
965	301.5241
966	294.1121
967	287.9776
968	283.3935
969	272.8745
970	257.4105
971	241.3653
972	228.9407
973	213.7616
974	198.2964
975	182.5505
976	170.627
977	163.7976
978	164.6272
979	177.0777
980	197.9594
981	208.7827
982	201.2841
983	198.5815
984	208.188
985	218.0265
986	223.3643
987	229.0469
988	235.2476
989	238.2435
990	237.2908
991	243.9205
992	261.6628
993	270.3054
994	262.0728
995	267.7668
996	299.9969
997	330.7561
998	344.7585
999	355.9601
1000	368.1187
1001	366.2208
1002	345.8369
1003	316.0148
1004	286.3662
1005	249.7312
1006	208.327
1007	172.9045
1008	150.6409
1009	132.7135
1010	113.9485
1011	96.96773
1012	81.34704
1013	65.22309
1014	47.75134
1015	38.12669
1016	39.79435
1017	42.33502
1018	38.96353
1019	37.01101
1020	38.87529
1021	47.68136
1022	63.56319
1023	78.07413
1024	85.31732
1025	95.64703
1026	112.9907
1027	132.655
1028	150.1779
1029	164.4391
1030	173.8006
1031	185.1723
1032	201.5112
1033	219.7823
1034	236.9743
1035	261.1105
1036	292.3694
1037	323.9836
1038	348.3188
1039	373.0315
1040	397.6903
1041	419.2158
1042	434.0323
1043	449.8445
1044	467.8966
1045	484.4485
1046	497.0049
1047	507.4838
1048	515.2756
1049	527.8591
1050	545.7617
1051	562.8391
1052	574.247
1053	578.6301
1054	574.6613
1055	573.218
1056	575.1417
1057	566.7449
1058	545.2907
1059	508.8445
1060	468.4972
1061	442.7968
1062	440.3295
1063	432.9348
1064	420.3265
1065	407.1777
1066	399.9136
1067	404.4633
1068	419.2544
1069	426.2617
1070	424.6858
1071	427.8525
1072	439.9662
1073	467.327
1074	505.8773
1075	548.7062
1076	581.8093
1077	608.1131
1078	618.706
1079	633.9196
1080	642.9377
1081	641.5174
1082	630.1442
1083	619.7967
1084	614.9779
1085	618.582
1086	630.3452
1087	643.6979
1088	656.5433
1089	672.0954
1090	678.9441
1091	673.5139
1092	657.1208
1093	643.3418
1094	628.3016
1095	604.9343
1096	585.7155
1097	572.6092
1098	569.4985
1099	566.4369
1100	573.1838
1101	592.0326
1102	606.7593
1103	602.1951
1104	592.7857
1105	592.9165
1106	593.0685
1107	589.115
1108	582.0882
1109	572.818
1110	561.8097
1111	550.5836
1112	545.577
1113	549.2437
1114	544.6176
1115	525.2327
1116	504.9445
1117	491.1417
1118	477.5117
1119	465.0137
1120	450.3134
1121	436.3287
1122	428.6766
1123	431.1303
1124	440.4134
1125	453.8282
1126	464.7143
1127	468.0241
1128	464.7562
1129	454.7068
1130	443.8612
1131	434.5951
1132	425.4962
1133	420.2867
1134	416.6333
1135	415.5668
1136	413.7234
1137	409.1334
1138	398.2393
1139	381.6589
1140	360.9349
1141	337.9646
1142	310.4302
1143	287.9706
1144	271.7822
1145	258.1593
1146	234.4028
1147	212.9116
1148	199.4648
1149	186.4421
1150	167.8134
1151	149.4568
1152	134.8425
1153	120.8825
1154	108.2842
1155	100.9391
1156	100.1087
1157	93.38148
1158	79.5748
1159	67.88566
1160	62.8969
1161	59.97305
